TR_ID	seqnames	strand	TR_start	TR_end	exon_combination	1	2	sample	count
180	NC_001491.2	+	96456	96599	96456-96599::+	183		EHV1_cage_B	2
181	NC_001491.2	-	6946	7077	6946-7077::-	184		EHV1_cage_A	1
182	NC_001491.2	-	90332	90475	90332-90475::-	185		EHV1_cage_B	1
183	NC_001491.2	+	121035	121363	121035-121068::+, 121287-121363::+	186	62	EHV1_cage_B	1
184	NC_001491.2	-	7260	7407	7260-7407::-	187		EHV1_cage_C	1
185	NC_001491.2	+	121003	121360	121003-121068::+, 121287-121360::+	61	188	EHV1_cage_A	1
186	NC_001491.2	-	11071	11214	11071-11214::-	189		EHV1_cage_B	1
187	NC_001491.2	+	3355	3498	3355-3498::+	190		EHV1_cage_B	1
187	NC_001491.2	+	3355	3498	3355-3498::+	190		EHV1_cage_C	1
188	NC_001491.2	+	13559	13700	13559-13700::+	191		EHV1_cage_C	1
189	NC_001491.2	+	81902	82046	81902-82046::+	192		EHV1_cage_A	2
189	NC_001491.2	+	81902	82046	81902-82046::+	192		EHV1_cage_C	3
189	NC_001491.2	+	81902	82046	81902-82046::+	192		EHV1_cage_B	1
190	NC_001491.2	+	121783	121926	121783-121926::+	193		EHV1_cage_C	1
190	NC_001491.2	+	121783	121926	121783-121926::+	193		EHV1_cage_A	1
191	NC_001491.2	+	127633	127779	127633-127779::+	194		EHV1_cage_B	2
192	NC_001491.2	+	2669	2813	2669-2813::+	195		EHV1_cage_C	2
193	NC_001491.2	-	21066	21209	21066-21209::-	196		EHV1_cage_C	7
193	NC_001491.2	-	21066	21209	21066-21209::-	196		EHV1_cage_A	3
194	NC_001491.2	+	17697	17839	17697-17839::+	197		EHV1_cage_A	1
195	NC_001491.2	+	15236	15380	15236-15380::+	198		EHV1_cage_C	7
195	NC_001491.2	+	15236	15380	15236-15380::+	198		EHV1_cage_A	2
195	NC_001491.2	+	15236	15380	15236-15380::+	198		EHV1_cage_B	3
196	NC_001491.2	+	117053	117195	117053-117195::+	199		EHV1_cage_B	1
197	NC_001491.2	-	88869	89010	88869-89010::-	200		EHV1_cage_B	1
197	NC_001491.2	-	88869	89010	88869-89010::-	200		EHV1_cage_C	1
198	NC_001491.2	+	101610	101753	101610-101753::+	201		EHV1_cage_B	1
198	NC_001491.2	+	101610	101753	101610-101753::+	201		EHV1_cage_A	1
199	NC_001491.2	-	7260	7402	7260-7402::-	202		EHV1_cage_B	1
200	NC_001491.2	+	33143	33285	33143-33285::+	203		EHV1_cage_B	1
201	NC_001491.2	-	117527	117668	117527-117668::-	204		EHV1_cage_C	1
201	NC_001491.2	-	117527	117668	117527-117668::-	204		EHV1_cage_B	1
202	NC_001491.2	+	137820	137967	137820-137967::+	205		EHV1_cage_A	1
203	NC_001491.2	-	74045	74190	74045-74190::-	206		EHV1_cage_B	3
204	NC_001491.2	+	76510	76657	76510-76657::+	207		EHV1_cage_C	1
205	NC_001491.2	+	119535	119678	119535-119678::+	208		EHV1_cage_A	1
206	NC_001491.2	+	88429	88572	88429-88572::+	209		EHV1_cage_B	1
207	NC_001491.2	-	32911	33049	32911-33049::-	210		EHV1_cage_B	1
208	NC_001491.2	+	127631	127774	127631-127774::+	211		EHV1_cage_C	1
209	NC_001491.2	+	15085	15222	15085-15222::+	212		EHV1_cage_B	1
210	NC_001491.2	+	84819	84962	84819-84962::+	213		EHV1_cage_A	1
211	NC_001491.2	+	134347	134490	134347-134490::+	214		EHV1_cage_A	11
211	NC_001491.2	+	134347	134490	134347-134490::+	214		EHV1_cage_C	14
211	NC_001491.2	+	134347	134490	134347-134490::+	214		EHV1_cage_B	13
212	NC_001491.2	+	64488	64630	64488-64630::+	215		EHV1_cage_A	6
212	NC_001491.2	+	64488	64630	64488-64630::+	215		EHV1_cage_B	5
212	NC_001491.2	+	64488	64630	64488-64630::+	215		EHV1_cage_C	4
213	NC_001491.2	+	92597	92740	92597-92740::+	216		EHV1_cage_C	1
214	NC_001491.2	+	2693	2812	2693-2812::+	217		EHV1_cage_B	1
215	NC_001491.2	+	55314	55456	55314-55456::+	218		EHV1_cage_C	1
216	NC_001491.2	+	75195	75341	75195-75341::+	219		EHV1_cage_B	1
217	NC_001491.2	+	132676	132820	132676-132820::+	220		EHV1_cage_A	1
218	NC_001491.2	+	90683	90826	90683-90826::+	221		EHV1_cage_A	5
218	NC_001491.2	+	90683	90826	90683-90826::+	221		EHV1_cage_B	5
218	NC_001491.2	+	90683	90826	90683-90826::+	221		EHV1_cage_C	6
219	NC_001491.2	+	92413	92556	92413-92556::+	222		EHV1_cage_C	3
219	NC_001491.2	+	92413	92556	92413-92556::+	222		EHV1_cage_A	3
220	NC_001491.2	-	2532	2675	2532-2675::-	223		EHV1_cage_A	4
220	NC_001491.2	-	2532	2675	2532-2675::-	223		EHV1_cage_B	1
220	NC_001491.2	-	2532	2675	2532-2675::-	223		EHV1_cage_C	2
221	NC_001491.2	+	81290	81433	81290-81433::+	224		EHV1_cage_B	1
222	NC_001491.2	-	31711	31854	31711-31854::-	225		EHV1_cage_B	1
223	NC_001491.2	-	2395	2538	2395-2538::-	226		EHV1_cage_C	3
223	NC_001491.2	-	2395	2538	2395-2538::-	226		EHV1_cage_B	7
223	NC_001491.2	-	2395	2538	2395-2538::-	226		EHV1_cage_A	1
224	NC_001491.2	+	38392	38536	38392-38536::+	227		EHV1_cage_A	1
225	NC_001491.2	-	66284	66428	66284-66428::-	228		EHV1_cage_A	1
226	NC_001491.2	+	1254	1359	1254-1359::+	229		EHV1_cage_B	1
227	NC_001491.2	-	124725	124872	124725-124872::-	230		EHV1_cage_C	3
228	NC_001491.2	-	100318	100462	100318-100462::-	231		EHV1_cage_B	1
229	NC_001491.2	+	15238	15381	15238-15381::+	232		EHV1_cage_B	2
229	NC_001491.2	+	15238	15381	15238-15381::+	232		EHV1_cage_A	1
230	NC_001491.2	+	135564	135685	135564-135685::+	233		EHV1_cage_A	1
231	NC_001491.2	-	55049	55192	55049-55192::-	234		EHV1_cage_A	2
231	NC_001491.2	-	55049	55192	55049-55192::-	234		EHV1_cage_C	1
231	NC_001491.2	-	55049	55192	55049-55192::-	234		EHV1_cage_B	4
232	NC_001491.2	-	2533	2673	2533-2673::-	235		EHV1_cage_B	1
233	NC_001491.2	+	89351	89494	89351-89494::+	236		EHV1_cage_C	1
233	NC_001491.2	+	89351	89494	89351-89494::+	236		EHV1_cage_B	1
234	NC_001491.2	-	48758	48900	48758-48900::-	237		EHV1_cage_B	1
235	NC_001491.2	-	108592	108732	108592-108732::-	238		EHV1_cage_A	4
235	NC_001491.2	-	108592	108732	108592-108732::-	238		EHV1_cage_C	7
236	NC_001491.2	+	34797	34940	34797-34940::+	239		EHV1_cage_B	1
237	NC_001491.2	-	10298	10442	10298-10442::-	240		EHV1_cage_A	1
238	NC_001491.2	-	108103	108246	108103-108246::-	241		EHV1_cage_B	1
239	NC_001491.2	+	10880	11002	10880-11002::+	242		EHV1_cage_A	1
240	NC_001491.2	+	134945	135090	134945-135090::+	243		EHV1_cage_B	1
241	NC_001491.2	+	26127	26270	26127-26270::+	244		EHV1_cage_A	2
241	NC_001491.2	+	26127	26270	26127-26270::+	244		EHV1_cage_B	1
241	NC_001491.2	+	26127	26270	26127-26270::+	244		EHV1_cage_C	2
242	NC_001491.2	-	90368	90511	90368-90511::-	245		EHV1_cage_B	1
243	NC_001491.2	-	2530	2672	2530-2672::-	246		EHV1_cage_C	1
244	NC_001491.2	+	17981	18123	17981-18123::+	247		EHV1_cage_B	1
244	NC_001491.2	+	17981	18123	17981-18123::+	247		EHV1_cage_C	1
245	NC_001491.2	+	126340	126485	126340-126485::+	248		EHV1_cage_C	4
245	NC_001491.2	+	126340	126485	126340-126485::+	248		EHV1_cage_B	2
245	NC_001491.2	+	126340	126485	126340-126485::+	248		EHV1_cage_A	2
246	NC_001491.2	-	66118	66261	66118-66261::-	249		EHV1_cage_A	2
246	NC_001491.2	-	66118	66261	66118-66261::-	249		EHV1_cage_C	3
246	NC_001491.2	-	66118	66261	66118-66261::-	249		EHV1_cage_B	2
247	NC_001491.2	-	135821	135964	135821-135964::-	250		EHV1_cage_C	1
248	NC_001491.2	+	12463	12610	12463-12610::+	251		EHV1_cage_B	4
249	NC_001491.2	-	2561	2674	2561-2674::-	252		EHV1_cage_C	1
250	NC_001491.2	-	4169	4312	4169-4312::-	253		EHV1_cage_C	8
250	NC_001491.2	-	4169	4312	4169-4312::-	253		EHV1_cage_A	2
250	NC_001491.2	-	4169	4312	4169-4312::-	253		EHV1_cage_B	2
251	NC_001491.2	+	15235	15378	15235-15378::+	254		EHV1_cage_C	4
251	NC_001491.2	+	15235	15378	15235-15378::+	254		EHV1_cage_B	2
251	NC_001491.2	+	15235	15378	15235-15378::+	254		EHV1_cage_A	1
252	NC_001491.2	-	2531	2674	2531-2674::-	255		EHV1_cage_B	1
253	NC_001491.2	-	48143	48284	48143-48284::-	256		EHV1_cage_C	1
253	NC_001491.2	-	48143	48284	48143-48284::-	256		EHV1_cage_A	1
254	NC_001491.2	+	81897	82044	81897-82044::+	257		EHV1_cage_B	1
255	NC_001491.2	+	129758	129896	129758-129896::+	258		EHV1_cage_B	1
256	NC_001491.2	+	94352	94497	94352-94497::+	259		EHV1_cage_A	1
257	NC_001491.2	-	94402	94545	94402-94545::-	260		EHV1_cage_B	4
258	NC_001491.2	+	46325	46468	46325-46468::+	261		EHV1_cage_A	1
259	NC_001491.2	+	18487	18630	18487-18630::+	262		EHV1_cage_B	1
260	NC_001491.2	+	2669	2812	2669-2812::+	263		EHV1_cage_B	4
260	NC_001491.2	+	2669	2812	2669-2812::+	263		EHV1_cage_A	8
260	NC_001491.2	+	2669	2812	2669-2812::+	263		EHV1_cage_C	5
261	NC_001491.2	+	69806	69923	69806-69923::+	264		EHV1_cage_A	1
262	NC_001491.2	-	32909	33046	32909-33046::-	265		EHV1_cage_A	1
263	NC_001491.2	-	111893	112036	111893-112036::-	266		EHV1_cage_C	1
263	NC_001491.2	-	111893	112036	111893-112036::-	266		EHV1_cage_A	1
264	NC_001491.2	+	81959	82088	81959-82088::+	267		EHV1_cage_B	1
265	NC_001491.2	+	77612	77734	77612-77734::+	268		EHV1_cage_B	1
266	NC_001491.2	-	69431	69574	69431-69574::-	269		EHV1_cage_C	1
267	NC_001491.2	+	79149	79266	79149-79266::+	270		EHV1_cage_C	1
268	NC_001491.2	-	125192	125315	125192-125315::-	271		EHV1_cage_B	1
269	NC_001491.2	+	77596	77734	77596-77734::+	272		EHV1_cage_C	1
270	NC_001491.2	+	55341	55465	55341-55465::+	273		EHV1_cage_C	1
271	NC_001491.2	-	125202	125335	125202-125335::-	274		EHV1_cage_C	1
271	NC_001491.2	-	125202	125335	125202-125335::-	274		EHV1_cage_A	2
272	NC_001491.2	+	36504	36642	36504-36642::+	275		EHV1_cage_A	1
273	NC_001491.2	+	44543	44686	44543-44686::+	276		EHV1_cage_A	1
274	NC_001491.2	+	135565	135705	135565-135705::+	277		EHV1_cage_C	1
275	NC_001491.2	-	125193	125336	125193-125336::-	278		EHV1_cage_B	2
276	NC_001491.2	-	66115	66258	66115-66258::-	279		EHV1_cage_A	2
276	NC_001491.2	-	66115	66258	66115-66258::-	279		EHV1_cage_C	3
276	NC_001491.2	-	66115	66258	66115-66258::-	279		EHV1_cage_B	5
277	NC_001491.2	+	132859	133001	132859-133001::+	280		EHV1_cage_C	1
278	NC_001491.2	+	90635	90778	90635-90778::+	281		EHV1_cage_C	1
279	NC_001491.2	-	126216	126358	126216-126358::-	282		EHV1_cage_A	2
279	NC_001491.2	-	126216	126358	126216-126358::-	282		EHV1_cage_C	2
280	NC_001491.2	+	81902	82044	81902-82044::+	283		EHV1_cage_B	2
280	NC_001491.2	+	81902	82044	81902-82044::+	283		EHV1_cage_A	3
280	NC_001491.2	+	81902	82044	81902-82044::+	283		EHV1_cage_C	1
281	NC_001491.2	+	2780	2923	2780-2923::+	284		EHV1_cage_B	1
281	NC_001491.2	+	2780	2923	2780-2923::+	284		EHV1_cage_C	1
282	NC_001491.2	-	119149	119292	119149-119292::-	285		EHV1_cage_A	1
283	NC_001491.2	+	81105	81251	81105-81251::+	286		EHV1_cage_B	1
284	NC_001491.2	+	135565	135704	135565-135704::+	287		EHV1_cage_B	1
285	NC_001491.2	+	90589	90732	90589-90732::+	288		EHV1_cage_B	1
285	NC_001491.2	+	90589	90732	90589-90732::+	288		EHV1_cage_A	1
286	NC_001491.2	+	84366	84507	84366-84507::+	289		EHV1_cage_B	1
287	NC_001491.2	+	10380	10523	10380-10523::+	290		EHV1_cage_B	1
288	NC_001491.2	-	2529	2672	2529-2672::-	291		EHV1_cage_C	5
288	NC_001491.2	-	2529	2672	2529-2672::-	291		EHV1_cage_A	4
289	NC_001491.2	+	76605	76748	76605-76748::+	292		EHV1_cage_A	1
290	NC_001491.2	-	68911	69057	68911-69057::-	293		EHV1_cage_C	4
291	NC_001491.2	+	19662	19805	19662-19805::+	294		EHV1_cage_A	2
292	NC_001491.2	+	64490	64631	64490-64631::+	295		EHV1_cage_B	3
292	NC_001491.2	+	64490	64631	64490-64631::+	295		EHV1_cage_C	2
292	NC_001491.2	+	64490	64631	64490-64631::+	295		EHV1_cage_A	1
293	NC_001491.2	-	106136	106278	106136-106278::-	296		EHV1_cage_B	1
294	NC_001491.2	-	31203	31346	31203-31346::-	297		EHV1_cage_C	2
295	NC_001491.2	+	55318	55461	55318-55461::+	298		EHV1_cage_B	2
296	NC_001491.2	+	50538	50681	50538-50681::+	299		EHV1_cage_C	1
297	NC_001491.2	+	121008	121367	121008-121068::+, 121287-121367::+	300	148	EHV1_cage_B	1
298	NC_001491.2	+	55322	55463	55322-55463::+	301		EHV1_cage_B	1
298	NC_001491.2	+	55322	55463	55322-55463::+	301		EHV1_cage_A	1
299	NC_001491.2	+	127636	127776	127636-127776::+	302		EHV1_cage_C	2
300	NC_001491.2	+	108852	108995	108852-108995::+	303		EHV1_cage_B	1
301	NC_001491.2	+	2673	2814	2673-2814::+	304		EHV1_cage_C	2
302	NC_001491.2	+	55322	55466	55322-55466::+	305		EHV1_cage_C	2
302	NC_001491.2	+	55322	55466	55322-55466::+	305		EHV1_cage_B	1
303	NC_001491.2	+	97232	97376	97232-97376::+	306		EHV1_cage_C	1
304	NC_001491.2	+	58091	58238	58091-58238::+	307		EHV1_cage_C	1
305	NC_001491.2	+	95968	96111	95968-96111::+	308		EHV1_cage_B	2
305	NC_001491.2	+	95968	96111	95968-96111::+	308		EHV1_cage_C	2
306	NC_001491.2	+	88428	88571	88428-88571::+	309		EHV1_cage_A	1
306	NC_001491.2	+	88428	88571	88428-88571::+	309		EHV1_cage_B	1
307	NC_001491.2	+	63492	63635	63492-63635::+	310		EHV1_cage_A	1
308	NC_001491.2	-	124741	124884	124741-124884::-	311		EHV1_cage_C	1
309	NC_001491.2	+	77362	77506	77362-77506::+	312		EHV1_cage_A	1
310	NC_001491.2	+	126336	126480	126336-126480::+	313		EHV1_cage_C	5
310	NC_001491.2	+	126336	126480	126336-126480::+	313		EHV1_cage_A	2
311	NC_001491.2	-	31217	31364	31217-31364::-	314		EHV1_cage_C	1
312	NC_001491.2	+	92378	92521	92378-92521::+	315		EHV1_cage_B	1
312	NC_001491.2	+	92378	92521	92378-92521::+	315		EHV1_cage_A	4
313	NC_001491.2	-	94663	94806	94663-94806::-	316		EHV1_cage_A	1
314	NC_001491.2	+	76512	76656	76512-76656::+	317		EHV1_cage_A	1
315	NC_001491.2	-	59684	59828	59684-59828::-	318		EHV1_cage_A	1
315	NC_001491.2	-	59684	59828	59684-59828::-	318		EHV1_cage_C	1
315	NC_001491.2	-	59684	59828	59684-59828::-	318		EHV1_cage_B	1
316	NC_001491.2	+	86364	86505	86364-86505::+	319		EHV1_cage_B	2
316	NC_001491.2	+	86364	86505	86364-86505::+	319		EHV1_cage_A	1
317	NC_001491.2	-	74042	74185	74042-74185::-	320		EHV1_cage_C	2
317	NC_001491.2	-	74042	74185	74042-74185::-	320		EHV1_cage_B	2
317	NC_001491.2	-	74042	74185	74042-74185::-	320		EHV1_cage_A	1
318	NC_001491.2	+	81902	82048	81902-82048::+	321		EHV1_cage_C	114
318	NC_001491.2	+	81902	82048	81902-82048::+	321		EHV1_cage_B	141
318	NC_001491.2	+	81902	82048	81902-82048::+	321		EHV1_cage_A	85
319	NC_001491.2	+	11990	12131	11990-12131::+	322		EHV1_cage_A	1
320	NC_001491.2	-	12119	12262	12119-12262::-	323		EHV1_cage_C	1
321	NC_001491.2	-	106160	106303	106160-106303::-	324		EHV1_cage_C	1
322	NC_001491.2	+	77592	77732	77592-77732::+	325		EHV1_cage_B	1
323	NC_001491.2	-	10187	10330	10187-10330::-	326		EHV1_cage_C	1
323	NC_001491.2	-	10187	10330	10187-10330::-	326		EHV1_cage_B	1
324	NC_001491.2	-	108586	108729	108586-108729::-	327		EHV1_cage_B	1
324	NC_001491.2	-	108586	108729	108586-108729::-	327		EHV1_cage_C	2
325	NC_001491.2	+	77623	77767	77623-77767::+	328		EHV1_cage_B	1
326	NC_001491.2	-	2397	2539	2397-2539::-	329		EHV1_cage_C	1
326	NC_001491.2	-	2397	2539	2397-2539::-	329		EHV1_cage_B	1
327	NC_001491.2	-	108059	108203	108059-108203::-	330		EHV1_cage_B	1
328	NC_001491.2	+	119419	119562	119419-119562::+	331		EHV1_cage_C	1
329	NC_001491.2	+	55320	55463	55320-55463::+	332		EHV1_cage_C	3
329	NC_001491.2	+	55320	55463	55320-55463::+	332		EHV1_cage_B	1
330	NC_001491.2	+	103733	103876	103733-103876::+	333		EHV1_cage_B	1
330	NC_001491.2	+	103733	103876	103733-103876::+	333		EHV1_cage_A	1
331	NC_001491.2	-	74041	74184	74041-74184::-	334		EHV1_cage_A	1
331	NC_001491.2	-	74041	74184	74041-74184::-	334		EHV1_cage_B	1
331	NC_001491.2	-	74041	74184	74041-74184::-	334		EHV1_cage_C	1
332	NC_001491.2	+	96454	96596	96454-96596::+	335		EHV1_cage_C	4
332	NC_001491.2	+	96454	96596	96454-96596::+	335		EHV1_cage_B	5
332	NC_001491.2	+	96454	96596	96454-96596::+	335		EHV1_cage_A	1
333	NC_001491.2	-	48143	48286	48143-48286::-	336		EHV1_cage_C	2
333	NC_001491.2	-	48143	48286	48143-48286::-	336		EHV1_cage_A	1
334	NC_001491.2	+	19640	19783	19640-19783::+	337		EHV1_cage_A	3
334	NC_001491.2	+	19640	19783	19640-19783::+	337		EHV1_cage_B	1
335	NC_001491.2	-	65799	65942	65799-65942::-	338		EHV1_cage_B	1
336	NC_001491.2	-	107583	107725	107583-107725::-	339		EHV1_cage_C	1
337	NC_001491.2	+	134466	134609	134466-134609::+	340		EHV1_cage_C	1
338	NC_001491.2	-	32078	32221	32078-32221::-	341		EHV1_cage_C	2
339	NC_001491.2	+	55322	55467	55322-55467::+	342		EHV1_cage_C	3
339	NC_001491.2	+	55322	55467	55322-55467::+	342		EHV1_cage_B	2
340	NC_001491.2	-	44039	44182	44039-44182::-	343		EHV1_cage_C	1
341	NC_001491.2	+	94111	94254	94111-94254::+	344		EHV1_cage_C	1
342	NC_001491.2	+	61313	61457	61313-61457::+	345		EHV1_cage_C	1
343	NC_001491.2	-	25626	25767	25626-25767::-	346		EHV1_cage_C	5
343	NC_001491.2	-	25626	25767	25626-25767::-	346		EHV1_cage_B	2
343	NC_001491.2	-	25626	25767	25626-25767::-	346		EHV1_cage_A	1
344	NC_001491.2	+	13528	13656	13528-13656::+	347		EHV1_cage_B	1
345	NC_001491.2	+	25897	26040	25897-26040::+	348		EHV1_cage_B	1
346	NC_001491.2	+	44419	44559	44419-44559::+	349		EHV1_cage_B	1
347	NC_001491.2	+	78940	79086	78940-79086::+	350		EHV1_cage_A	1
348	NC_001491.2	-	47402	47546	47402-47546::-	351		EHV1_cage_C	2
349	NC_001491.2	+	19322	19465	19322-19465::+	352		EHV1_cage_A	1
350	NC_001491.2	+	90660	90806	90660-90806::+	353		EHV1_cage_B	1
351	NC_001491.2	+	121012	121367	121012-121068::+, 121287-121367::+	354	148	EHV1_cage_C	1
352	NC_001491.2	+	81909	82045	81909-82045::+	355		EHV1_cage_B	1
352	NC_001491.2	+	81909	82045	81909-82045::+	355		EHV1_cage_C	1
353	NC_001491.2	-	2531	2672	2531-2672::-	356		EHV1_cage_A	1
354	NC_001491.2	+	12468	12606	12468-12606::+	357		EHV1_cage_B	1
355	NC_001491.2	+	15236	15375	15236-15375::+	358		EHV1_cage_A	1
356	NC_001491.2	-	94699	94842	94699-94842::-	359		EHV1_cage_B	1
357	NC_001491.2	-	87636	87778	87636-87778::-	360		EHV1_cage_B	1
358	NC_001491.2	-	31202	31342	31202-31342::-	361		EHV1_cage_B	1
359	NC_001491.2	-	88849	88991	88849-88991::-	362		EHV1_cage_A	1
360	NC_001491.2	+	64488	64628	64488-64628::+	363		EHV1_cage_A	1
361	NC_001491.2	+	60000	60136	60000-60136::+	364		EHV1_cage_C	1
362	NC_001491.2	+	97464	97607	97464-97607::+	365		EHV1_cage_B	1
363	NC_001491.2	-	9742	9884	9742-9884::-	366		EHV1_cage_B	2
364	NC_001491.2	-	5821	5967	5821-5967::-	367		EHV1_cage_A	1
365	NC_001491.2	+	19741	19883	19741-19883::+	368		EHV1_cage_A	2
365	NC_001491.2	+	19741	19883	19741-19883::+	368		EHV1_cage_C	1
366	NC_001491.2	+	64486	64629	64486-64629::+	369		EHV1_cage_B	1
367	NC_001491.2	-	60945	61087	60945-61087::-	370		EHV1_cage_B	1
368	NC_001491.2	-	108178	108321	108178-108321::-	371		EHV1_cage_A	1
368	NC_001491.2	-	108178	108321	108178-108321::-	371		EHV1_cage_B	1
368	NC_001491.2	-	108178	108321	108178-108321::-	371		EHV1_cage_C	1
369	NC_001491.2	+	50523	50664	50523-50664::+	372		EHV1_cage_A	1
370	NC_001491.2	-	67462	67605	67462-67605::-	373		EHV1_cage_B	1
371	NC_001491.2	+	88297	88439	88297-88439::+	374		EHV1_cage_A	2
371	NC_001491.2	+	88297	88439	88297-88439::+	374		EHV1_cage_C	2
372	NC_001491.2	+	92411	92552	92411-92552::+	375		EHV1_cage_C	1
373	NC_001491.2	-	10192	10335	10192-10335::-	376		EHV1_cage_B	1
374	NC_001491.2	+	77362	77505	77362-77505::+	377		EHV1_cage_A	3
374	NC_001491.2	+	77362	77505	77362-77505::+	377		EHV1_cage_C	5
374	NC_001491.2	+	77362	77505	77362-77505::+	377		EHV1_cage_B	5
375	NC_001491.2	+	94604	94747	94604-94747::+	378		EHV1_cage_C	1
376	NC_001491.2	-	125193	125319	125193-125319::-	379		EHV1_cage_C	1
377	NC_001491.2	-	74045	74187	74045-74187::-	380		EHV1_cage_B	3
377	NC_001491.2	-	74045	74187	74045-74187::-	380		EHV1_cage_A	2
378	NC_001491.2	-	5809	5939	5809-5939::-	381		EHV1_cage_C	1
379	NC_001491.2	-	61455	61592	61455-61592::-	382		EHV1_cage_C	1
380	NC_001491.2	+	121000	121361	121000-121068::+, 121287-121361::+	383	384	EHV1_cage_B	2
380	NC_001491.2	+	121000	121361	121000-121068::+, 121287-121361::+	383	384	EHV1_cage_A	1
380	NC_001491.2	+	121000	121361	121000-121068::+, 121287-121361::+	383	384	EHV1_cage_C	1
381	NC_001491.2	+	119654	119790	119654-119790::+	385		EHV1_cage_A	1
382	NC_001491.2	+	135685	135829	135685-135829::+	386		EHV1_cage_B	1
383	NC_001491.2	-	106532	106675	106532-106675::-	387		EHV1_cage_C	1
384	NC_001491.2	+	64686	64830	64686-64830::+	388		EHV1_cage_C	1
385	NC_001491.2	+	20114	20257	20114-20257::+	389		EHV1_cage_A	1
386	NC_001491.2	-	94604	94747	94604-94747::-	390		EHV1_cage_B	2
386	NC_001491.2	-	94604	94747	94604-94747::-	390		EHV1_cage_A	2
387	NC_001491.2	+	10054	10197	10054-10197::+	391		EHV1_cage_C	1
388	NC_001491.2	-	125192	125326	125192-125326::-	392		EHV1_cage_A	1
389	NC_001491.2	+	59218	59351	59218-59351::+	393		EHV1_cage_C	1
390	NC_001491.2	-	112479	112626	112479-112626::-	394		EHV1_cage_B	2
390	NC_001491.2	-	112479	112626	112479-112626::-	394		EHV1_cage_C	1
390	NC_001491.2	-	112479	112626	112479-112626::-	394		EHV1_cage_A	2
391	NC_001491.2	+	15246	15380	15246-15380::+	395		EHV1_cage_C	1
392	NC_001491.2	-	4165	4308	4165-4308::-	396		EHV1_cage_C	1
393	NC_001491.2	+	122825	122968	122825-122968::+	397		EHV1_cage_C	3
393	NC_001491.2	+	122825	122968	122825-122968::+	397		EHV1_cage_A	1
393	NC_001491.2	+	122825	122968	122825-122968::+	397		EHV1_cage_B	1
394	NC_001491.2	-	2399	2543	2399-2543::-	398		EHV1_cage_C	2
395	NC_001491.2	+	13560	13700	13560-13700::+	399		EHV1_cage_B	2
396	NC_001491.2	+	45801	45943	45801-45943::+	400		EHV1_cage_C	1
397	NC_001491.2	+	27258	27401	27258-27401::+	401		EHV1_cage_A	1
398	NC_001491.2	-	74045	74189	74045-74189::-	402		EHV1_cage_C	3
399	NC_001491.2	-	79199	79340	79199-79340::-	403		EHV1_cage_C	1
399	NC_001491.2	-	79199	79340	79199-79340::-	403		EHV1_cage_A	1
400	NC_001491.2	+	64668	64809	64668-64809::+	404		EHV1_cage_B	1
401	NC_001491.2	-	11477	11621	11477-11621::-	405		EHV1_cage_B	1
402	NC_001491.2	-	74048	74188	74048-74188::-	406		EHV1_cage_C	2
402	NC_001491.2	-	74048	74188	74048-74188::-	406		EHV1_cage_B	5
403	NC_001491.2	-	125197	125340	125197-125340::-	407		EHV1_cage_C	2
404	NC_001491.2	-	61010	61154	61010-61154::-	408		EHV1_cage_B	1
405	NC_001491.2	+	11994	12137	11994-12137::+	409		EHV1_cage_C	2
406	NC_001491.2	+	69750	69897	69750-69897::+	410		EHV1_cage_B	2
407	NC_001491.2	+	121000	121363	121000-121068::+, 121287-121363::+	383	62	EHV1_cage_C	4
408	NC_001491.2	-	4083	4226	4083-4226::-	411		EHV1_cage_C	1
408	NC_001491.2	-	4083	4226	4083-4226::-	411		EHV1_cage_A	2
408	NC_001491.2	-	4083	4226	4083-4226::-	411		EHV1_cage_B	2
409	NC_001491.2	+	33145	33287	33145-33287::+	412		EHV1_cage_C	1
410	NC_001491.2	+	125751	125895	125751-125895::+	413		EHV1_cage_B	1
411	NC_001491.2	+	64489	64630	64489-64630::+	414		EHV1_cage_C	2
412	NC_001491.2	+	55391	55531	55391-55531::+	415		EHV1_cage_C	3
412	NC_001491.2	+	55391	55531	55391-55531::+	415		EHV1_cage_A	1
413	NC_001491.2	+	92600	92740	92600-92740::+	416		EHV1_cage_A	1
414	NC_001491.2	-	87844	87987	87844-87987::-	417		EHV1_cage_A	1
415	NC_001491.2	+	50449	50589	50449-50589::+	418		EHV1_cage_A	1
416	NC_001491.2	+	55321	55463	55321-55463::+	419		EHV1_cage_B	1
417	NC_001491.2	+	105150	105291	105150-105291::+	420		EHV1_cage_C	1
418	NC_001491.2	+	128307	128453	128307-128453::+	421		EHV1_cage_C	1
419	NC_001491.2	-	49071	49214	49071-49214::-	422		EHV1_cage_C	1
419	NC_001491.2	-	49071	49214	49071-49214::-	422		EHV1_cage_A	1
420	NC_001491.2	+	89318	89461	89318-89461::+	423		EHV1_cage_A	1
420	NC_001491.2	+	89318	89461	89318-89461::+	423		EHV1_cage_B	1
420	NC_001491.2	+	89318	89461	89318-89461::+	423		EHV1_cage_C	1
421	NC_001491.2	+	11990	12129	11990-12129::+	424		EHV1_cage_A	1
422	NC_001491.2	+	12466	12610	12466-12610::+	425		EHV1_cage_C	4
422	NC_001491.2	+	12466	12610	12466-12610::+	425		EHV1_cage_A	4
